	Sub0960_1_f	Sub0921_2_n	Sub0932_2_f	Sub0930_1_f	Sub0954_1_n	Sub0885_1_f	Sub0965_1_c	Sub0950_1_c	Sub0963_2_c	Sub0877_2_n	Sub0950_2_c	Sub0877_2_f	Sub0885_1_c	Sub0965_1_f	Sub0916_2_c	Sub0877_2_c	Sub0968_2_c	Sub0914_1_n	Sub0959_2_n	Sub0942_2_f	Sub0883_1_n	Sub0932_2_n	Sub0983_1_f	Sub0928_1_c	Sub0956_1_n	Sub0959_1_n	Sub0898_2_f	Sub0931_2_f	Sub0962_1_c	Sub0959_2_f	Sub0935_2_f	Sub0956_2_n	Sub0937_2_f	Sub0869_2_c	Sub0914_2_n	Sub0939_1_c	Sub0942_2_n	Sub0898_1_f	Sub0931_2_c	Sub0920_2_c	Sub0916_1_c	Sub0965_2_f	Sub0928_2_n	Sub0960_1_c	Sub0982_1_f	Sub0999_2_c	Sub0920_1_c	Sub0911_2_f	Sub0938_2_f	Sub0930_2_f	Sub0938_2_n	Sub0960_2_f	Sub0962_2_c	Sub0965_2_c	Sub0898_2_n	Sub0884_1_f	Sub0921_1_f	Sub0903_1_n	Sub0974_1_f	Sub0877_1_f	Sub0965_2_n	Sub0935_1_f	Sub0946_1_c	Sub0946_2_c	Sub0969_2_n	Sub0901_2_f	Sub0983_2_f	Sub0928_2_c	Sub0877_1_n	Sub0939_2_f	Sub0932_1_f	Sub0892_1_c	Sub0919_2_f	Sub0926_1_n	Sub0899_1_n	Sub0942_1_n	Sub0901_2_n	Sub0982_2_f	Sub0885_2_f	Sub0897_2_c	Sub0939_2_c	Sub0931_2_n	Sub0932_1_n	Sub0864_2_c	Sub0966_1_f	Sub0911_2_n	Sub0911_1_n	Sub0903_2_n	Sub0963_1_c	Sub0878_2_c	Sub0968_1_c	Sub0954_2_n	Sub0937_1_n	Sub0899_2_n	Sub0877_1_c	Sub0921_1_c	Sub0971_2_n	Sub0923_2_f	Sub0960_2_c	Sub0901_1_n	Sub0921_1_n	Sub0951_2_f	Sub0930_1_c	Sub0944_2_n	Sub0955_1_n	Sub0931_1_n	Sub0884_2_f	Sub0971_2_f	Sub0994_1_c	Sub0969_2_f	Sub0970_1_n	Sub0892_2_c	Sub0897_2_f	Sub0956_2_f	Sub0956_1_f	Sub0977_1_c	Sub0931_1_c	Sub0938_1_n	Sub0977_2_c	Sub0923_1_f	Sub0937_2_n	Sub0942_1_f	Sub0969_1_f	Sub0951_1_f	Sub0953_1_f	Sub0968_2_n	Sub0959_1_f	Sub0952_1_n	Sub0938_1_f	Sub0911_1_f	Sub0931_1_f	Sub0995_1_c	Sub0939_1_f	Sub0927_2_f	Sub0944_2_f	Sub0894_2_f	Sub0989_1_c	Sub0905_2_n	Sub0955_2_n	Sub0983_1_n	Sub0906_1_c	Sub0928_1_n	Sub0908_2_f	Sub0930_2_n	Sub0936_2_f	Sub0996_1_c	Sub0919_2_c	Sub0974_2_c	Sub0953_2_f	Sub0919_1_f	Sub0898_1_n	Sub0968_1_n	Sub0878_1_c	Sub0927_1_f	Sub0964_2_f	Sub0944_1_f	Sub0901_1_f	Sub0930_2_c	Sub0965_1_n	Sub0929_2_c	Sub0912_2_f	Sub0939_2_n	Sub0970_2_n	Sub0974_2_f	Sub0936_1_f	Sub0894_1_f	Sub0971_1_n	Sub0944_1_n	Sub0945_2_n	Sub0908_1_f	Sub0971_1_f	Sub0943_2_f	Sub0912_1_f	Sub0966_2_f	Sub0975_2_f	Sub0928_2_f	Sub0969_1_n	Sub0995_2_c	Sub0872_2_n	Sub0930_1_n	Sub0937_1_f	Sub0924_1_f	Sub0983_2_n	Sub0928_1_f	Sub0924_2_f	Sub0907_1_n	Sub0906_1_n	Sub0883_2_n	Sub0981_2_f	Sub0883_1_f	Sub0897_1_c	Sub0871_2_f	Sub0907_2_n	Sub0988_1_f	Sub0912_2_n	Sub0926_2_n	Sub0921_2_c	Sub0871_1_n	Sub0999_1_c	Sub0869_1_c	Sub0988_2_f	Sub0989_2_c	Sub0939_1_n	Sub0871_1_f	Sub0906_1_f	Sub0978_2_n	Sub0975_1_f	Sub0994_2_c	Sub0936_1_n	Sub0949_1_f	Sub0949_2_f	Sub0908_2_c	Sub0974_1_c	Sub0886_2_n	Sub0978_1_n	Sub0919_1_c	Sub0929_1_c	Sub0955_1_f	Sub0952_2_n	Sub0912_1_n	Sub0981_2_n	Sub0906_2_c	Sub0897_1_f	Sub0871_2_n	Sub0964_1_f	Sub0872_1_n	Sub0896_1_f	Sub0943_1_f	Sub0981_1_f	Sub0883_1_c	Sub0974_1_n	Sub0883_2_c	Sub0955_2_f	Sub0906_2_f	Sub0996_2_c	Sub0981_1_n	Sub0896_2_f	Sub0908_1_c	Sub0945_1_n	Sub0886_2_f	Sub0905_1_n	Sub0883_2_f	Sub0886_1_f	Sub0936_2_n	Sub0886_1_n	Sub0906_2_n
CAG0041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4393e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11341e-06	0	0	0	0	0	0	0	0	0	0	0	7.80291e-08	0	1.50807e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.92657e-07	0	0	0	0	0	0	0	5.9732e-06	0	0	0	0	0	1.07252e-07	0	0	0	0	0	0	0	3.3404e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03594e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.65576e-08	0	7.45527e-08	0	0	0	0	0	0	0	0	0	0	0	0	1.7038e-07	0	5.19791e-08	0
CAG0042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.31854e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.25195e-07	0	3.59829e-06	0	0	0	0	1.01851e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38569e-06	0	4.1459e-07	0	0	0	0	0	0	0	0	0	2.27361e-07	0	0	0	0
CAG0043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9611e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.23953e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.71233e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.82794e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAG0044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.49728e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38565e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.05927e-06	0	1.48192e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.28843e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08769e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.76511e-07	0	0	0	1.61815e-07	0	0	0	0	0	0	0	0	0	0	0	4.55082e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.45386e-07	0	0	0	0	0	3.57507e-08	0	0	0	0	0	0	0	1.00212e-07	0	0	0	0	0	0	0	0	0	4.45516e-08	0	0	0	0	2.07583e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.09218e-08	0	3.45492e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAG0045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.24874e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.99375e-07	0	0	0	5.34698e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.45771e-06	0	0	8.98851e-07	0	3.56071e-07	0	0	0	0	0	3.34772e-07	0	0	9.61432e-07	3.64264e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.80479e-07	0	0	0	0	0	2.66322e-07	0	8.60855e-07	0	0	0	0	0	0	0	3.79461e-07	4.87859e-07	0	1.43963e-06	0	0	4.57462e-07	0	0	0	0	0	0	0	0	0	0	1.0105e-06	0	0	0	1.00056e-06	0	0	0	0	0	0	1.3879e-05	0	0	0	0	3.55364e-07	3.53022e-07	0	1.67029e-07	0	0	0	0	0	1.50807e-06	0	0	0	0	0	0	0	2.04787e-07	0	0	0	1.32002e-07	6.57051e-08	0	0	1.29113e-07	0	0	0	7.34513e-07	0	0	0	0	0	0	0	9.94912e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.79325e-08	0	0	0	0	0	0	0	0	0	0	0	0	8.51001e-08	0	0	4.12631e-07	0	0	0	0	8.0021e-08	7.9365e-08	0	0	0	0	0	0	0	0	3.63445e-08	0	0	1.35565e-07	0	1.94219e-07	0	0	0	0	0	0	0	0	0	0
CAG0046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00599e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.89545e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4024e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.22575e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00112e-06	0	0	0	0	0	0	1.85569e-07	0	0	0	0	0	0	0	0	4.94574e-07	0	0	0	0	0	0	0	0	0	0	0	0	1.36524e-07	0	0	0	0	0	0	0	0	0	0	1.22531e-07	0	0	0	0	0	0	0	0	1.11521e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.08275e-07	0	0	0	0	0	8.51001e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAG0047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.77396e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.02525e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.96383e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.56818e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.61815e-07	0	0	0	0	0	0	0	0	0	0	0	6.82622e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.27374e-07	0	0	0	0	0	6.09085e-06	0	0	0	9.50171e-08	0	1.76251e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.05968e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAG0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.93425e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.31461e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08398e-07	1.08386e-07	2.81274e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.09193e-06	5.64915e-06	0	0	0	0	0	0	3.24265e-07	0	0	0	0	0	0	0	0	0	0	6.73269e-07	1.49105e-07	0	1.38197e-07	0	0	0	3.58295e-07	0	6.63121e-08	0	0	0	5.68403e-08	0	0	0	0
CAG0049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.07508e-07	0	0	0	0	0	0	0	0	2.38565e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.50871e-06	0	0	0	0	0	2.34581e-07	0	0	0	0	0	0	0	0	0	0	2.09799e-07	0	0	0	3.07477e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.76511e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.36524e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.57607e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	9.01909e-07	0	0	0	0	8.27057e-06	1.86418e-07	0	0	0	0	0	0	0	0	1.702e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.49105e-07	7.2689e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAG0050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.17119e-07	0	5.1108e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.93069e-07	0	0	0	0	2.24383e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.03744e-07	0	3.13445e-06	0	0	0	0	0	0	0	0	2.09799e-07	0	0	0	0	0	2.00112e-07	0	0	0	0	0	0	0	0	0	0	0	0	5.29534e-07	0	0	0	0	4.7831e-07	0	0	0	0	0	0	0	0	0	0	6.82622e-07	0	0	2.64351e-07	0	2.6282e-07	0	3.90352e-07	0	0	0	7.0403e-06	0	0	0	0	0	5.89778e-07	0	0	0	0	0	0	0	0	1.07252e-07	1.07098e-06	1.06983e-07	0	0	0	0	0	0	0	1.95865e-07	0	2.06499e-06	0	0	0	0	0	0	0	0	0	0	4.255e-08	0	0	8.25262e-08	0	0	0	0	0	0	1.13077e-06	1.17887e-07	0	0	0	0	0	0	0	6.90984e-08	0	0	0	0	0	0	6.36845e-08	0	0	6.84018e-08	0	0	0	0
CAG0051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.89817e-07	0	0	0	0	0	0	0	0	0	2.58559e-07	0	0	1.45636e-06	0	0	0	0	0	0	0	0	1.45827e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	2.03034e-07	0	8.83491e-06	0	0	3.85089e-07	3.8499e-07	0	0	0	0	2.55308e-06	0	0	0	0	2.03627e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.85303e-07	0	0	0	0	2.75617e-07	0	0	1.33161e-07	0	0	0	0	0	0	0	0	0	3.99628e-07	9.75719e-07	0	0	1.17291e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.81472e-06	1.6009e-06	0	1.77773e-06	9.78383e-08	2.68139e-06	0	0	3.71138e-07	0	0	0	5.39289e-07	1.9545e-06	1.84375e-06	0	0	0	0	3.18873e-07	1.7077e-06	0	3.01614e-07	0	0	0	0	0	0	0	3.09679e-06	0	0	0	0	5.25641e-07	0	0	0	0	0	1.37685e-05	2.44838e-06	0	0	0	0	2.35911e-07	0	0	8.37781e-07	1.10093e-07	0	0	3.25195e-07	0	3.70008e-07	5.35492e-08	0	0	0	0	0	8.046e-07	2.00424e-07	0	1.3099e-06	0	1.70405e-06	0	1.86418e-07	0	0	5.78336e-06	0	0	0	0	0	5.43239e-06	0	0	2.47579e-07	0	0	0	0	0	0	1.57799e-07	0	0	0	3.79137e-08	0	0	7.45527e-08	4.72412e-06	7.25223e-07	2.75961e-06	0	1.41326e-06	0	0	0	6.36845e-08	0	5.8414e-08	4.54722e-07	0	0	0	0
CAG0052	0	0	0	0	0	0	0	0	6.7164e-07	0	0	0	0	0	6.01156e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.64726e-07	0	0	0	0	0	0	0	0	0	0	0	1.63425e-07	3.22239e-07	0	0	0	0	0	0	0	5.99622e-07	2.96719e-07	2.30156e-06	0	2.93069e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.01088e-06	0	0	1.43368e-06	0	0	0	0	1.85569e-07	0	0	0	0	0	0	0	0	0	2.98561e-06	7.97183e-07	1.56058e-07	0	0	0	0	0	0	1.40185e-07	1.3968e-07	0	0	0	0	0	0	0	0	0	0	1.89834e-07	0	1.22531e-07	2.44838e-07	0	0	0	0	5.22256e-07	0	0	2.23043e-07	0	0	0	0	1.08386e-07	0	3.21295e-07	1.06983e-07	0	0	1.01851e-07	0	0	0	0	0	0	3.80068e-07	0	0	0	0	4.54137e-08	0	0	0	0	0	0	0	0	0	0	0	0	1.61301e-07	0	0	3.15598e-07	7.85911e-08	0	7.6872e-08	6.06619e-07	0	1.49615e-07	0	0	0	0	0	0	2.42345e-07	0	0	0	0	0	0	0	0	0	0
CAG0053	0	0	7.46028e-07	0	2.5622e-06	2.77484e-06	2.0545e-06	0	5.98795e-06	0	0	0	9.9298e-06	1.82906e-06	6.91329e-07	0	0	4.39637e-06	5.88331e-07	0	1.15927e-06	0	1.13211e-06	0	7.05567e-06	1.09338e-06	3.52109e-07	1.53289e-05	0	2.59661e-06	5.17119e-07	5.41845e-06	0	0	4.05051e-06	0	0	3.07898e-06	7.49063e-06	0	9.92326e-07	1.94891e-06	0	4.851e-07	1.28825e-05	0	0	4.67529e-07	1.37178e-05	0	1.35067e-06	8.39119e-07	0	1.23091e-06	0	2.29535e-07	4.06067e-06	1.026e-05	7.7909e-07	1.16959e-06	3.86171e-07	5.77634e-07	1.15497e-06	0	0	3.74037e-07	3.70544e-07	0	5.33321e-07	0	3.23586e-06	1.07397e-06	3.56071e-07	7.00805e-07	8.56587e-07	3.4559e-07	0	2.69723e-06	1.00431e-06	1.3074e-06	0	8.81508e-06	1.25449e-06	3.56515e-07	1.24151e-06	7.82625e-07	6.03249e-07	4.20799e-06	2.6983e-06	1.18688e-06	2.96383e-07	8.81286e-07	5.86137e-07	4.32675e-06	2.90635e-07	5.70605e-07	5.65361e-07	5.60958e-07	2.79874e-07	0	1.10247e-06	2.70951e-07	0	2.66322e-07	3.96713e-06	2.72247e-05	1.04211e-06	1.67849e-06	5.15372e-07	0	2.03942e-06	5.02904e-07	1.24692e-06	2.89686e-06	5.59187e-06	2.405e-07	2.79232e-05	1.64207e-06	9.20366e-07	1.0415e-06	6.75579e-07	4.539e-07	0	0	6.58255e-07	0	2.35604e-06	2.43671e-06	2.79732e-07	4.06895e-07	3.08373e-05	5.73081e-06	0	1.20218e-06	3.00168e-07	3.00125e-07	5.92577e-07	0	3.88848e-07	7.67204e-07	1.51062e-06	3.71138e-07	1.83931e-07	0	5.44327e-07	5.05932e-06	4.1089e-07	7.06045e-07	6.7107e-07	1.30113e-06	8.2429e-07	1.61815e-07	7.97183e-07	7.15753e-06	1.37157e-06	9.79511e-07	2.90078e-07	3.31974e-08	2.27358e-06	0	5.6074e-07	0	1.38642e-06	3.68616e-06	6.65644e-07	1.53592e-05	1.32176e-07	1.32002e-07	2.47412e-06	1.31461e-07	5.20469e-07	0	5.08257e-07	0	2.45063e-07	3.9718e-07	1.21682e-07	2.69664e-06	6.02634e-07	2.38214e-07	1.17956e-06	2.29567e-07	1.14137e-07	5.95296e-06	6.60558e-07	2.37213e-06	3.71252e-06	2.73031e-06	2.05933e-06	5.36261e-07	7.77125e-07	7.13218e-08	3.36014e-06	4.23899e-07	3.05552e-07	2.01527e-07	2.8161e-06	6.72395e-07	0	0	7.52434e-07	1.06161e-06	0	3.72836e-07	3.47847e-06	5.49756e-07	3.6331e-07	2.79987e-07	5.31371e-07	9.9267e-07	7.74042e-07	8.53047e-08	1.702e-07	4.19902e-08	1.16406e-06	3.29873e-07	8.15071e-08	4.08738e-06	2.03175e-06	3.22602e-07	1.42056e-06	3.1746e-07	7.88996e-08	7.85911e-08	1.62912e-06	4.84421e-06	3.92057e-06	7.48162e-08	2.43962e-06	1.18441e-07	2.5714e-07	1.08432e-06	4.43391e-07	5.00906e-07	4.7417e-07	4.31519e-06	8.66272e-07	1.98936e-07	3.60156e-07	6.03731e-08	5.8414e-08	1.06237e-06	4.54347e-07	4.75737e-07	2.59895e-07	8.05293e-07
CAG0054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.19559e-07	0	0	0	0	0	0	0	0	0	1.28363e-07	8.01366e-06	2.30477e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.99811e-07	0	0	0	0	0	0	0	0	0	9.14306e-07	0	0	0	0	0	0	0	0	8.61609e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.22241e-07	0	0	1.50807e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.13966e-07	0	0	0	5.03818e-08	0	0	0	0	0	9.50171e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095e-07	0	1.57182e-07	0	0	0	0	0	0	0	6.90984e-08	0	1.35565e-07	0	0	9.41447e-08	0	0	0	0	5.68403e-08	0	0	0	9.67854e-08
CAG0055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.99375e-07	0	0	4.87227e-07	0	0	0	0	0	4.20776e-06	0	0	0	0	0	4.10304e-07	0	0	0	0	0	0	0	1.54036e-06	0	0	0	2.9923e-06	0	0	0	0	0	0	0	0	0	0	6.89608e-07	0	0	0	0	0	0	0	0	1.04832e-06	1.22009e-05	0	1.49905e-07	0	0	0	0	0	0	0	0	0	0	5.58832e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4393e-07	0	7.99794e-08	0	0	0	0	0	0	0	0	0	0	0	0	1.32844e-05	2.02101e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.49527e-08	0	0	0	0	0	1.59543e-06	0	0	9.42046e-06	0	0	6.91993e-08	0	0	6.65459e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.50465e-07	0	0	2.48227e-06	1.62559e-06	7.01924e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.63481e-08	0	0	0	0	0	0	0	0	0	0	4.55141e-07	2.65172e-06	0	0	0	0	0	0	1.75824e-06	2.23658e-07	0	5.9751e-06	0	2.6658e-06	5.82737e-07	9.26307e-07	0	0	0	0	0	3.47331e-06	0	0	0	1.01978e-06
CAG0056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.16005e-07	0	0	0	0	0	0	2.21431e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.57262e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.43392e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.28843e-07	0	0	0	0	5.01597e-06	1.59964e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.6434e-07	0	0	0	1.95677e-07	0	0	0	0	0	0	0	0	0	4.41278e-08	0	0	0	0	0	3.7518e-07	0	0	0	0	0	0	0	0	0	1.36524e-07	0	0	0	0	0	0	0	0	6.35321e-08	0	4.08438e-08	0	0	0	0	0	0	0	0	1.11521e-07	0	0	0	7.22655e-08	0	4.05284e-07	0	0	0	0	0	0	0	3.3404e-08	0	0	9.71669e-08	0	0	0	0	0	0	1.33655e-07	0	0	0	0	3.404e-07	4.19902e-08	0	0	0	0	0	5.71275e-08	0	0	0	0	0	7.6872e-08	0	0	0	9.77038e-07	0	1.38197e-07	0	0	0	0	0	0	0	0	0	5.68403e-08	0	0	0	0
