,age,predict_age
439,23,19.956581115722656
440,25,19.045148849487305
441,39,21.82030487060547
442,44,29.000301361083984
443,74,53.688926696777344
444,38,20.424760818481445
445,64,43.19945526123047
446,40,17.554134368896484
447,49,31.69649887084961
448,26,20.70772933959961
449,58,61.68268585205078
450,49,47.84526062011719
451,39,35.91282653808594
452,31,18.64957046508789
453,32,32.537254333496094
454,23,20.661340713500977
455,24,17.487455368041992
456,19,17.229644775390625
457,19,25.524932861328125
458,20,18.355552673339844
459,19,18.11001205444336
460,21,19.059646606445312
461,19,16.64636993408203
462,21,16.652921676635742
463,21,20.955360412597656
464,20,18.074237823486328
465,18,19.385421752929688
466,21,23.95428466796875
467,20,18.707225799560547
468,18,17.782238006591797
469,20,19.93269920349121
470,25,20.598243713378906
471,22,17.581134796142578
472,21,19.444814682006836
473,21,18.569175720214844
474,20,21.696306228637695
475,20,18.02301597595215
476,19,17.341720581054688
477,19,20.523090362548828
478,19,17.761423110961914
479,20,19.44162368774414
480,20,34.48218536376953
481,19,17.166881561279297
482,23,17.2954158782959
483,21,18.335779190063477
484,19,22.307994842529297
485,24,15.729924201965332
486,22,42.410400390625
487,22,16.314468383789062
488,22,18.52435302734375
489,21,20.684144973754883
490,21,17.477317810058594
491,25,47.77174377441406
492,21,28.67119598388672
493,23,17.030681610107422
494,22,19.46831703186035
495,25,24.448802947998047
496,19,17.791210174560547
497,19,18.171175003051758
498,18,17.4732723236084
499,21,18.864578247070312
500,21,20.54667854309082
501,18,25.809650421142578
502,19,19.864492416381836
503,20,23.667461395263672
504,20,31.056682586669922
505,20,19.487228393554688
506,43,21.306655883789062
507,31,23.43970489501953
508,37,19.10982894897461
509,56,42.65208435058594
510,82,59.467708587646484
511,53,56.348663330078125
512,61,46.395931243896484
513,58,47.761505126953125
514,31,22.16530990600586
515,38,19.081117630004883
516,26,29.2205810546875
517,30,25.652938842773438
518,32,23.591476440429688
519,27,20.667327880859375
520,31,20.967405319213867
521,31,20.411888122558594
522,31,19.254236221313477
523,28,33.026912689208984
524,27,19.16012954711914
525,28,21.60727310180664
526,71,58.98289489746094
527,52,42.57057189941406
528,29,18.389684677124023
529,23,20.712993621826172
530,29,38.42625427246094
531,55,34.17467498779297
532,37,26.727441787719727
533,37,25.46384048461914
534,28,22.70946502685547
535,30,18.67830467224121
536,25,29.01506233215332
537,28,31.687870025634766
538,59,43.342376708984375
539,39,40.524818420410156
540,33,33.5377197265625
541,29,19.160429000854492
542,60,36.68560791015625
543,39,26.361108779907227
544,35,28.761127471923828
545,27,18.61261558532715
546,66,59.45765686035156
547,24,35.56744384765625
548,23,31.734516143798828
549,25,17.972166061401367
550,30,36.970001220703125
551,21,23.887306213378906
552,24,24.13679313659668
553,30,24.403827667236328
554,32,27.221149444580078
555,23,26.68470573425293
556,33,19.21744728088379
557,28,27.157543182373047
558,29,22.161502838134766
559,33,26.51152801513672
560,36,22.185073852539062
561,27,30.1734619140625
562,45,32.83837890625
563,35,21.630451202392578
564,42,20.590225219726562
565,24,21.518341064453125
566,58,50.919960021972656
567,18,17.106033325195312
568,21,18.58913803100586
569,20,18.345256805419922
570,23,23.279022216796875
571,52,22.399147033691406
572,31,19.301286697387695
573,23,22.73995590209961
574,24,17.616249084472656
575,29,43.11656188964844
576,25,17.389606475830078
577,21,21.0635986328125
578,22,19.160463333129883
579,26,34.94847106933594
580,33,18.9856014251709
581,21,23.85148811340332
582,28,22.164670944213867
583,23,18.703311920166016
584,33,18.875438690185547
585,45,27.5157470703125
586,32,19.466644287109375
587,31,21.072154998779297
588,23,29.45269775390625
589,24,16.556886672973633
590,23,17.822303771972656
591,55,54.0350341796875
592,25,22.497339248657227
593,24,18.584369659423828
594,30,22.61180877685547
595,57,36.95420837402344
596,24,16.358078002929688
597,24,23.37173843383789
598,24,23.61349105834961
599,24,23.759864807128906
600,27,18.295185089111328
601,19,17.270654678344727
602,25,25.448015213012695
603,20,22.727855682373047
604,18,21.267704010009766
605,20,20.567039489746094
606,23,17.80011749267578
607,35,23.438079833984375
608,31,17.28945541381836
609,33,18.82494354248047
610,32,23.081012725830078
611,31,23.235034942626953
612,24,19.947696685791016
613,25,20.46337890625
614,31,27.61309814453125
615,28,26.417945861816406
616,21,18.483642578125
617,24,21.898582458496094
618,26,30.076465606689453
619,30,25.174514770507812
620,31,19.691858291625977
621,28,18.010643005371094
622,24,21.646621704101562
623,34,23.62567901611328
624,23,18.118896484375
625,23,22.971473693847656
626,26,20.825166702270508
627,25,23.229171752929688
628,29,20.716205596923828
629,24,18.059988021850586
630,23,20.927309036254883
631,24,18.49683952331543
632,24,18.09572982788086
633,50,33.75944519042969
634,22,19.783119201660156
635,49,23.462371826171875
636,24,18.156341552734375
637,69,67.06268310546875
638,53,34.882110595703125
639,22,37.5633430480957
640,26,18.799293518066406
641,27,18.428007125854492
642,53,31.858280181884766
643,48,27.762218475341797
644,72,53.294029235839844
645,38,19.12293243408203
646,34,26.465164184570312
647,30,25.526567459106445
648,37,28.681194305419922
649,23,18.844097137451172
650,35,19.559328079223633
651,19,18.400257110595703
652,24,17.371519088745117
653,27,18.20736312866211
654,19,17.31654930114746
655,21,17.500322341918945
656,51,69.49654388427734
657,21,23.077369689941406
658,23,19.818201065063477
659,22,16.0709285736084
660,19,18.827104568481445
661,21,20.624412536621094
662,20,24.72997283935547
663,21,20.712820053100586
664,22,29.721406936645508
665,19,18.58951759338379
666,20,17.881153106689453
667,21,17.333011627197266
668,20,20.017906188964844
669,19,18.818090438842773
670,19,18.703998565673828
671,20,21.102357864379883
672,20,18.63282012939453
673,20,16.042970657348633
674,22,18.986055374145508
675,19,19.212047576904297
676,27,17.695743560791016
677,22,18.261125564575195
678,22,16.912857055664062
679,23,18.368911743164062
680,52,36.62559127807617
681,22,20.500246047973633
682,19,17.74496078491211
683,20,23.18067169189453
684,19,23.173786163330078
685,24,17.74469757080078
686,24,19.21004867553711
687,24,20.62180519104004
688,19,19.500173568725586
689,19,20.063796997070312
690,23,23.853626251220703
691,19,36.038238525390625
692,30,22.263275146484375
693,21,22.095373153686523
694,19,18.18035125732422
695,19,21.473461151123047
696,22,19.993167877197266
697,21,21.98868751525879
698,53,41.924354553222656
699,53,34.783653259277344
700,29,34.24604797363281
701,30,27.316200256347656
702,37,22.44576072692871
703,27,26.977554321289062
704,57,67.77483367919922
705,58,50.53749084472656
706,38,19.140296936035156
707,69,50.32004928588867
708,41,28.12575912475586
709,41,27.52297592163086
710,38,30.005517959594727
711,33,22.408859252929688
712,25,20.550437927246094
713,24,20.95030975341797
714,22,20.11899185180664
715,23,16.770689010620117
716,24,17.847637176513672
717,21,24.36372947692871
718,26,23.193397521972656
719,38,32.84142303466797
720,24,22.425750732421875
721,36,28.59718132019043
722,58,37.22960662841797
723,38,22.35759735107422
724,31,20.1137638092041
725,32,26.06658935546875
726,25,27.588024139404297
727,31,23.44367218017578
728,25,19.77025032043457
729,25,20.34520721435547
730,46,44.66224670410156
731,28,19.701688766479492
732,33,24.806285858154297
733,52,37.35651397705078
734,22,34.79112243652344
735,42,34.33746337890625
736,24,24.00279998779297
737,45,27.373952865600586
738,37,28.807056427001953
739,22,20.776851654052734
740,42,24.013153076171875
741,23,16.847286224365234
742,25,23.9276123046875
743,31,23.42081642150879
744,26,24.207317352294922
745,25,20.124698638916016
746,28,29.225778579711914
747,40,23.105682373046875
748,28,24.0965576171875
749,32,27.51274871826172
750,27,23.020648956298828
751,30,30.613922119140625
752,34,20.31464385986328
753,30,19.191436767578125
754,23,17.659812927246094
755,19,29.586511611938477
756,19,17.021554946899414
757,21,18.06975555419922
758,24,21.19632339477539
759,28,21.688932418823242
760,33,22.987003326416016
761,39,17.283418655395508
762,29,30.203689575195312
763,40,39.667724609375
764,57,45.647430419921875
765,18,20.21872901916504
766,37,22.23945426940918
767,30,19.93844985961914
768,27,24.663442611694336
769,28,19.962753295898438
770,22,24.63778305053711
771,26,20.524213790893555
772,36,24.068973541259766
773,40,33.06262969970703
774,23,22.242542266845703
775,24,19.109996795654297
776,26,21.944364547729492
777,24,15.958909034729004
778,37,45.19519805908203
779,46,36.19541931152344
780,50,34.55692672729492
781,24,28.245193481445312
782,24,18.859275817871094
783,24,17.440719604492188
784,25,20.5672607421875
785,28,22.497119903564453
786,30,20.839773178100586
787,25,23.383583068847656
788,60,56.68677520751953
789,24,26.519207000732422
790,25,25.7120361328125
791,30,18.50482940673828
792,28,22.413169860839844
793,21,20.0272159576416
794,21,17.84917449951172
795,28,21.15460205078125
796,22,17.72576904296875
797,23,20.835681915283203
798,24,22.722078323364258
799,23,14.074427604675293
800,18,18.58721923828125
801,19,18.105592727661133
802,24,26.150314331054688
803,23,15.699694633483887
804,19,15.048895835876465
805,23,17.44930648803711
806,29,30.388938903808594
807,28,19.26791763305664
808,30,17.849117279052734
809,38,21.6428279876709
810,39,21.3509521484375
811,27,16.505455017089844
812,31,21.203859329223633
813,27,14.799517631530762
814,24,16.721960067749023
815,24,15.11803150177002
816,23,14.004729270935059
817,27,14.392691612243652
818,29,18.567745208740234
819,29,22.962018966674805
820,23,17.23181915283203
821,32,25.361568450927734
822,22,14.104828834533691
823,28,18.309165954589844
824,24,14.197564125061035
825,23,15.47482967376709
826,24,16.246822357177734
827,23,14.318047523498535
828,23,16.90566635131836
829,23,16.568296432495117
830,30,19.523468017578125
831,37,21.453554153442383
832,25,15.967280387878418
833,30,14.668233871459961
834,23,14.556689262390137
835,22,15.324769973754883
836,22,20.605684280395508
837,25,15.973526000976562
838,23,15.765564918518066
839,23,15.927051544189453
840,27,16.418203353881836
841,23,17.622047424316406
842,26,16.003379821777344
843,29,17.84701919555664
844,41,18.641693115234375
845,58,30.896141052246094
846,25,13.935744285583496
847,24,14.821032524108887
848,37,16.077617645263672
849,72,45.39978790283203
850,36,18.391361236572266
851,31,18.324024200439453
852,34,16.760406494140625
853,31,29.38671875
854,33,29.787918090820312
855,32,26.964414596557617
856,25,15.625096321105957
857,25,19.118423461914062
858,22,16.571121215820312
859,19,17.94732666015625
860,59,26.83720588684082
861,20,21.683887481689453
862,19,14.498921394348145
863,23,19.752113342285156
864,22,16.315166473388672
865,19,13.400809288024902
866,20,32.72471618652344
867,21,15.82589054107666
868,21,15.761021614074707
869,19,15.838990211486816
870,20,19.28966522216797
871,19,20.555051803588867
872,21,14.45361328125
873,19,14.668156623840332
874,19,15.423474311828613
875,20,14.921568870544434
876,19,20.566226959228516
877,18,18.16636085510254
878,21,15.618988037109375
879,20,22.19427490234375
880,19,15.627781867980957
881,22,16.649276733398438
882,20,15.531869888305664
883,19,14.59935474395752
884,21,16.411386489868164
885,22,16.80461883544922
886,56,38.264102935791016
887,24,16.69457244873047
888,21,18.013755798339844
889,21,19.09074592590332
890,20,20.627527236938477
891,19,13.494563102722168
892,21,14.874485969543457
893,20,15.396292686462402
894,21,15.77136516571045
895,20,15.177504539489746
896,21,17.815601348876953
897,19,14.852355003356934
898,19,16.10041046142578
899,20,16.695152282714844
900,21,14.037531852722168
901,19,13.825066566467285
902,33,17.37624740600586
903,63,43.60960388183594
904,36,18.981746673583984
905,60,68.29768371582031
906,48,36.53695297241211
907,30,30.497291564941406
908,32,28.3641414642334
909,37,41.526878356933594
910,31,27.377010345458984
911,56,49.18904113769531
912,33,19.451311111450195
913,30,15.602263450622559
914,45,22.159870147705078
915,24,19.519901275634766
916,22,14.975996971130371
917,25,16.827613830566406
918,32,25.89414405822754
919,26,25.2239990234375
920,23,24.45459747314453
921,23,14.872265815734863
922,24,15.000470161437988
923,27,23.271465301513672
924,24,13.765552520751953
925,25,28.279624938964844
926,24,20.655807495117188
927,28,19.255340576171875
928,26,25.860759735107422
929,24,17.29886245727539
930,26,19.09161376953125
931,34,19.857866287231445
932,35,17.61383056640625
933,55,29.994028091430664
934,31,22.318893432617188
935,51,27.371784210205078
936,28,19.906227111816406
937,35,16.770475387573242
938,24,16.484651565551758
939,40,28.449420928955078
940,23,17.273719787597656
941,27,16.989028930664062
942,24,18.563278198242188
943,24,14.163338661193848
944,30,19.281837463378906
945,22,14.837157249450684
946,27,14.772994041442871
947,24,17.866439819335938
948,32,19.30788803100586
949,30,16.98686408996582
950,24,14.881665229797363
951,22,16.19141960144043
952,21,22.132509231567383
953,30,18.920639038085938
954,58,40.8199462890625
955,26,17.151865005493164
956,22,14.57477855682373
957,29,14.315436363220215
958,45,25.2080078125
959,28,18.78421974182129
960,27,17.32221221923828
961,35,17.498464584350586
962,43,16.4117431640625
963,27,24.534961700439453
964,27,16.485004425048828
965,31,14.591797828674316
966,32,18.42876434326172
967,18,19.044754028320312
968,21,16.50958251953125
969,30,19.772178649902344
970,32,15.994524955749512
971,36,18.056114196777344
972,33,27.704200744628906
973,32,17.718551635742188
974,24,20.27361488342285
975,31,15.825848579406738
976,32,18.131441116333008
977,48,31.287811279296875
978,26,22.72083282470703
979,23,14.257636070251465
980,21,18.92230224609375
981,21,16.369924545288086
982,25,22.47167205810547
983,29,19.84914779663086
984,36,24.29145622253418
985,49,34.200496673583984
986,34,14.714045524597168
987,27,22.859935760498047
988,28,17.759601593017578
989,34,19.951122283935547
990,53,32.119503021240234
991,24,16.055400848388672
992,23,14.727317810058594
993,27,18.582530975341797
994,24,15.08353042602539
995,32,19.90015411376953
996,24,15.43619441986084
997,24,16.64990997314453
